job_key,reference,title,company,category,seniority,city,remote,contract,salary_from,salary_to,posted,latitude,longitude,first_seen,last_seen,is_open
YGL3BD3H-2026-08-10,YGL3BD3H,Python Developer (f/m/x),Sii Polska,backend,Mid,Warszawa,False,b2b,18000.0,22000.0,2026-07-28,52.2296756,21.0122287,2026-08-08,2026-08-10,True
WIGCKFRJ-2026-08-10,WIGCKFRJ,Hardware Engineer,Kidde Global Solutions,electronics,Mid,gdansk,False,permanent,12000.0,14000.0,2026-08-07,54.35202520000001,18.6466384,2026-08-08,2026-08-10,True
DHHP8NSX-2026-08-10,DHHP8NSX,Senior Product Analyst,Link Group,businessAnalyst,Senior,,True,b2b,19656.0,25200.0,2026-08-06,,,2026-08-08,2026-08-10,True
ZSTJRQQY-2026-08-10,ZSTJRQQY,IT Client & Delivery Partner,iTeamly,hr,Senior,Kraków,True,b2b,11000.0,18000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
9OESWMQR-2026-08-10,9OESWMQR,Senior Product Manager – AI Retail Platform,Winged IT,productManagement,Senior,,True,permanent,24569.0,32014.0,2026-08-03,,,2026-08-08,2026-08-10,True
OMKAGMQN-2026-08-10,OMKAGMQN,Trainee/Junior IT Recruitment Consultant,Link Group,hr,Junior,Warszawa,False,permanent,5500.0,6000.0,2026-08-04,52.2296756,21.0122287,2026-08-08,2026-08-10,True
DC0BCUHT-2026-08-10,DC0BCUHT,Senior Technical Analyst,Link Group,support,Senior,,True,b2b,25200.0,28560.0,2026-08-06,,,2026-08-08,2026-08-10,True
6XYQXQLH-2026-08-10,6XYQXQLH,Senior Data Engineer (AI/LLM),DS STREAM,data,Senior,Katowice,True,b2b,25200.0,28560.0,2026-08-04,50.26489189999999,19.0237815,2026-08-08,2026-08-10,True
PHV1PAPO-2026-08-10,PHV1PAPO, Microsoft Intune Support Engineer (L1),iTeamly,support,Mid,Kraków,False,b2b,7000.0,13000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
SJBXMDIW-2026-08-10,SJBXMDIW,Microsoft SQL Server Database Administrator,iTeamly,sysAdministrator,Mid,Kraków,False,b2b,7000.0,13000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
IRHGQOCI-2026-08-10,IRHGQOCI,Software Engineer 1 (Java / Kotlin) Allegro Ads,Allegro sp. z o.o.,backend,Junior,Warszawa,False,permanent,11200.0,15250.0,2026-08-03,52.2296756,21.0122287,2026-08-08,2026-08-10,True
DE4R6GOU-2026-08-10,DE4R6GOU,IT Security Support Engineer,iTeamly,support,Mid,Kraków,False,b2b,7000.0,13000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
YWIZRHBV-2026-08-10,YWIZRHBV,Senior Automation Tester,Devire,testing,Senior,,True,b2b,21840.0,25200.0,2026-07-22,,,2026-08-08,2026-08-10,True
U7D4B3YE-2026-08-10,U7D4B3YE,Azure AD Support Engineer,iTeamly,support,Junior,Kraków,False,b2b,7000.0,13000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
MONTUQ02-2026-08-10,MONTUQ02,Senior Data Architect/Data Engineer,Devire,data,Senior,,True,b2b,30240.0,33600.0,2026-07-22,,,2026-08-08,2026-08-10,True
YHVMCKR8-2026-08-10,YHVMCKR8,Power BI Support Engineer,iTeamly,businessIntelligence,Mid,Kraków,False,b2b,7000.0,13000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
MQKMFRAK-2026-08-10,MQKMFRAK,Junior Product Owner,Spyrosoft,productManagement,Junior,Szczecin,False,b2b,10920.0,16800.0,2026-07-28,53.4285438,14.5528116,2026-08-08,2026-08-10,True
SAWH09W2-2026-08-10,SAWH09W2,Senior Frontend / Fullstack Developer (Svelte & Angular),Spyrosoft,fullstack,Senior,Wrocław,False,b2b,20160.0,25200.0,2026-07-28,51.10929480000001,17.0386019,2026-08-08,2026-08-10,True
2AXLDUNZ-2026-08-10,2AXLDUNZ,Java/Spark Big Data Developer,Comscore (via CC),data,Senior,Wrocław,True,b2b,18000.0,25000.0,2026-07-28,51.10929480000001,17.0386019,2026-08-08,2026-08-10,True
IRIUXHBS-2026-08-10,IRIUXHBS,Junior Account Support Specialist (with Russian),Daftcode,customerService,Junior,Warszawa,False,permanent,5000.0,7500.0,2026-08-06,52.2296756,21.0122287,2026-08-08,2026-08-10,True
XQ8QYF3S-2026-08-10,XQ8QYF3S,Senior Financial Data Analyst,Devire,data,Senior,Poznań,False,permanent,10000.0,15000.0,2026-07-28,52.40567859999999,16.9312766,2026-08-08,2026-08-10,True
YTMI31X4-2026-08-10,YTMI31X4,Senior IT System Administrator,Devire,sysAdministrator,Senior,Pruszcz Gdański,False,b2b,19320.0,20160.0,2026-07-16,54.2621505,18.6361726,2026-08-08,2026-08-10,True
E52FN3OG-2026-08-10,E52FN3OG,Analityk Biznesowo-Systemowy (k/m),Devire,businessAnalyst,Mid,,True,b2b,20160.0,22680.0,2026-07-28,,,2026-08-08,2026-08-10,True
0CXIIUHT-2026-08-10,0CXIIUHT,Projektant aplikacji,ITFS Sp. z o.o.,other,Mid,Warszawa,True,b2b,21840.0,23520.0,2026-08-07,52.2296756,21.0122287,2026-08-08,2026-08-10,True
B2EFITZR-2026-08-10,B2EFITZR,IT Project Manager,Devire,projectManager,Senior,Wrocław,False,b2b,24360.0,29400.0,2026-07-16,51.10929480000001,17.0386019,2026-08-08,2026-08-10,True
AZ9CIZV7-2026-08-10,AZ9CIZV7,Senior Quality Engineer - Aerospace Industry (f/m/x),Sii Polska,embedded,Senior,Kraków,False,b2b,16800.0,25200.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
5LOPFS65-2026-08-10,5LOPFS65,Remote Content Analyst with Spanish,TP Poland Sp. z o.o.,marketing,Junior,Kraków,True,zlecenie,6552.0,7224.0,2026-07-22,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
EVI591RA-2026-08-10,EVI591RA,Content Reviewer-fluent Italian,TP Poland Sp. z o.o.,marketing,Junior,Kraków,False,permanent,5000.0,6000.0,2026-07-22,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
VXYAWQMX-2026-08-10,VXYAWQMX,Data Base Administrator,Antal,data,Senior,Kraków,False,b2b,23520.0,26880.0,2026-07-16,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
41GJ0LTV-2026-08-10,41GJ0LTV,Project Manager - CyberSecurity,Devire,projectManager,Senior,,True,b2b,21000.0,25200.0,2026-08-04,,,2026-08-08,2026-08-10,True
G6IM5SLK-2026-08-10,G6IM5SLK,Senior Quality Assurance Engineer,Kidde Global Solutions,testing,Senior,gdansk,False,permanent,17166.0,19750.0,2026-08-07,54.35202520000001,18.6466384,2026-08-08,2026-08-10,True
QE3D7A3H-2026-08-10,QE3D7A3H,Senior Data Engineer,SD Solutions,data,Senior,Warszawa,False,b2b,20474.0,22335.0,2026-07-28,52.2296756,21.0122287,2026-08-08,2026-08-10,True
JZSQRZWW-2026-08-10,JZSQRZWW,Senior Technical Business Analyst ,Verita HR,businessAnalyst,Senior,Kraków,False,b2b,23520.0,30240.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
FO2EXDO9-2026-08-10,FO2EXDO9,DevOps Engineer (Platform Team - Customer APIs),Tesco Technology,devops,Mid,Kraków,False,permanent,20000.0,25000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
IQFSZB2M-2026-08-10,IQFSZB2M,Software Engineer - Backend (Product Intelligence),Tesco Technology,backend,Mid,Kraków,False,permanent,20000.0,25000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
PEWJPSIJ-2026-08-10,PEWJPSIJ,Quality Assurance Engineer,Kidde Global Solutions,testing,Mid,gdansk,False,permanent,12500.0,14700.0,2026-08-07,54.35202520000001,18.6466384,2026-08-08,2026-08-10,True
R5KQWGKB-2026-08-10,R5KQWGKB,Senior Product Manager (Colleague Facts – Enabling Functions),Tesco Technology,productManagement,Senior,Kraków,False,permanent,25000.0,32000.0,2026-08-03,50.06465009999999,19.9449799,2026-08-08,2026-08-10,True
